Type,Unique ID,ID,Name,Begin Time,End Time,Life Time,
"Thread",2312,16788,"Unknown","8 849,81","8 889,38","39,57",
"Thread",2313,19056,"Unknown","8 850,93","8 886,70","35,76",
"Thread",2314,16152,"Unknown","8 851,84","8 887,59","35,75",
"Thread",2315,7284,"Unknown","8 852,27","8 891,61","39,33",
"Thread",2316,16968,"Unknown","8 852,61","8 888,58","35,97",
"Thread",2317,17152,"Unknown","8 853,02","8 895,29","42,27",
"Thread",2318,13416,"Unknown","8 853,40","8 920,49","67,09",
"Thread",2319,19200,"Unknown","8 885,85","8 911,69","25,84",
"Thread",2320,16500,"Unknown","8 887,60","8 922,05","34,45",
"Thread",2321,2260,"Unknown","8 888,44","8 917,69","29,24",
"Thread",2322,19412,"Unknown","8 888,99","8 918,44","29,45",
"Thread",2323,19904,"Unknown","8 966,63","9 001,20","34,57",
"Thread",2324,9492,"Unknown","8 967,27","9 001,85","34,58",
"Thread",2325,6356,"Unknown","8 968,05","9 004,21","36,16",
"Thread",2326,17180,"Unknown","8 968,58","9 002,53","33,96",
"Thread",2327,17940,"Unknown","8 968,99","9 002,75","33,76",
"Thread",2328,15448,"Unknown","8 969,37","9 003,98","34,61",
"Thread",2329,19828,"Unknown","8 969,72","9 010,14","40,42",
"Thread",2330,13432,"Unknown","8 970,12","9 005,39","35,27",
"Thread",2331,13152,"Unknown","8 970,49","9 035,59","65,10",
"Thread",2332,15388,"Unknown","9 001,23","9 036,31","35,08",
"Thread",2333,19924,"Unknown","9 002,09","9 039,04","36,96",
"Thread",2334,17420,"Unknown","9 002,83","9 037,13","34,30",
"Thread",2335,19160,"Unknown","9 003,29","9 038,78","35,49",
"Thread",2336,16944,"Unknown","9 004,32","9 040,63","36,32",
"Thread",2337,15800,"Unknown","9 004,90","9 042,55","37,65",
"Thread",2338,13932,"Unknown","9 005,56","9 049,85","44,29",
"Thread",2339,16724,"Unknown","9 016,13","9 069,88","53,75",
"Thread",2340,9176,"Unknown","9 036,19","9 070,05","33,85",
"Thread",2341,5044,"Unknown","9 036,68","9 070,04","33,36",
"Thread",2342,15108,"Unknown","9 037,31","9 071,07","33,76",
"Thread",2343,2848,"Unknown","9 038,97","9 072,62","33,65",
"Thread",2344,2652,"Unknown","9 039,60","9 072,37","32,77",
"Thread",2345,8044,"Unknown","9 118,11","9 152,26","34,15",
"Thread",2346,18688,"Unknown","9 118,60","9 150,69","32,09",
"Thread",2347,16628,"Unknown","9 119,16","9 153,49","34,33",
"Thread",2348,12932,"Unknown","9 119,65","9 152,97","33,32",
"Thread",2349,8272,"Unknown","9 120,00","9 152,76","32,76",
"Thread",2350,20436,"Unknown","9 120,35","9 152,89","32,55",
"Thread",2351,18152,"Unknown","9 120,72","9 153,10","32,38",
"Thread",2352,1460,"Unknown","9 121,09","9 155,97","34,88",
"Thread",2353,14544,"Unknown","9 121,49","9 184,82","63,32",
"Thread",2354,10060,"Unknown","9 151,33","9 184,98","33,64",
"Thread",2355,19168,"Unknown","9 152,99","9 185,74","32,75",
"Thread",2356,16128,"Unknown","9 153,45","9 186,49","33,05",
"Thread",2357,11432,"Unknown","9 153,90","9 186,13","32,23",
"Thread",2358,8784,"Unknown","9 154,28","9 188,55","34,26",
"Thread",2359,1004,"Unknown","9 154,71","9 189,05","34,34",
"Thread",2360,8276,"Unknown","9 155,99","9 196,41","40,42",
"Thread",2361,7812,"Unknown","9 162,51","9 216,62","54,11",
"Thread",2362,11500,"Unknown","9 185,05","9 214,53","29,49",
"Thread",2363,2584,"Unknown","9 185,58","9 218,24","32,66",
"Thread",2364,11948,"Unknown","9 186,06","9 219,06","33,01",
"Thread",2365,18240,"Unknown","9 186,67","9 219,24","32,56",
"Thread",2366,18716,"Unknown","9 187,25","9 219,50","32,25",
"Thread",2367,15980,"Unknown","9 188,77","9 218,43","29,66",
"Thread",2368,20468,"Unknown","9 264,72","9 296,17","31,45",
"Thread",2369,16460,"Unknown","9 265,31","9 295,91","30,61",
"Thread",2370,2832,"Unknown","9 265,92","9 297,19","31,27",
"Thread",2371,3544,"Unknown","9 266,39","9 303,51","37,12",
"Thread",2372,13764,"Unknown","9 266,73","9 299,33","32,61",
"Thread",2373,18068,"Unknown","9 267,09","9 298,80","31,71",
"Thread",2374,19048,"Unknown","9 267,45","9 301,22","33,77",
"Thread",2375,1872,"Unknown","9 267,88","9 304,04","36,17",
"Thread",2376,14584,"Unknown","9 269,35","9 327,91","58,56",
"Thread",2377,16744,"Unknown","9 297,24","9 329,60","32,36",
"Thread",2378,19136,"Unknown","9 297,81","9 331,98","34,18",
"Thread",2379,15640,"Unknown","9 298,37","9 331,30","32,93",
"Thread",2380,20240,"Unknown","9 299,04","9 332,49","33,45",
"Thread",2381,17932,"Unknown","9 299,57","9 332,39","32,82",
"Thread",2382,15724,"Unknown","9 301,40","9 339,06","37,67",
"Thread",2383,15836,"Unknown","9 303,80","9 337,60","33,80",
"Thread",2384,11808,"Unknown","9 304,28","9 360,92","56,64",
"Thread",2385,15856,"Unknown","9 328,55","9 360,70","32,15",
"Thread",2386,5596,"Unknown","9 329,80","9 362,47","32,67",
"Thread",2387,10808,"Unknown","9 331,58","9 363,61","32,03",
"Thread",2388,6980,"Unknown","9 332,22","9 363,33","31,11",
"Thread",2389,18988,"Unknown","9 332,65","9 364,43","31,78",
"Thread",2390,15660,"Unknown","9 333,02","9 367,67","34,64",
"Thread",2391,15260,"Unknown","9 337,82","9 367,99","30,17",
"Thread",2392,5600,"Unknown","9 415,60","9 446,54","30,94",
"Thread",2393,1088,"Unknown","9 416,11","9 445,60","29,49",
"Thread",2394,15852,"Unknown","9 416,82","9 447,56","30,74",
"Thread",2395,12772,"Unknown","9 417,23","9 450,04","32,81",
"Thread",2396,6760,"Unknown","9 417,59","9 447,99","30,40",
"Thread",2397,6288,"Unknown","9 417,94","9 448,24","30,30",
"Thread",2398,500,"Unknown","9 418,29","9 448,07","29,79",
"Thread",2399,16708,"Unknown","9 418,67","9 450,05","31,38",
"Thread",2400,14392,"Unknown","9 419,03","9 476,81","57,78",
"Thread",2401,11888,"Unknown","9 446,57","9 476,66","30,08",
"Thread",2402,4676,"Unknown","9 447,03","9 479,40","32,37",
"Thread",2403,17824,"Unknown","9 447,77","9 477,70","29,93",
"Thread",2404,8348,"Unknown","9 448,19","9 479,12","30,94",
"Thread",2405,19516,"Unknown","9 448,56","9 479,14","30,57",
"Thread",2406,14484,"Unknown","9 448,93","9 482,23","33,30",
"Thread",2407,11160,"Unknown","9 450,21","9 481,79","31,58",
"Thread",2408,14148,"Unknown","9 450,58","9 509,32","58,74",
"Thread",2409,5380,"Unknown","9 477,80","9 513,16","35,37",
"Thread",2410,20080,"Unknown","9 479,21","9 510,13","30,92",
"Thread",2411,1676,"Unknown","9 479,78","9 512,32","32,54",
"Thread",2412,904,"Unknown","9 480,19","9 513,24","33,05",
"Thread",2413,2728,"Unknown","9 480,58","9 515,28","34,70",
"Thread",2414,17160,"Unknown","9 481,99","9 514,58","32,59",
"Thread",2415,7716,"Unknown","9 482,40","9 524,40","42,00",
"Thread",2416,15844,"Unknown","9 493,54","9 530,82","37,28",
"Thread",2417,4148,"Unknown","9 576,03","9 605,08","29,05",
"Thread",2418,15860,"Unknown","9 576,67","9 604,96","28,29",
"Thread",2419,14920,"Unknown","9 577,30","9 606,92","29,62",
"Thread",2420,8708,"Unknown","9 577,79","9 607,59","29,79",
"Thread",2421,13320,"Unknown","9 578,18","9 607,24","29,06",
"Thread",2422,16212,"Unknown","9 578,54","9 607,37","28,83",
"Thread",2423,9348,"Unknown","9 578,90","9 608,13","29,23",
"Thread",2424,6640,"Unknown","9 579,28","9 609,52","30,25",
"Thread",2425,4996,"Unknown","9 579,65","9 634,20","54,55",
"Thread",2426,17764,"Unknown","9 605,46","9 635,51","30,05",
"Thread",2427,16440,"Unknown","9 606,04","9 636,75","30,71",
"Thread",2428,8760,"Unknown","9 607,18","9 636,17","28,99",
"Thread",2429,19776,"Unknown","9 607,61","9 637,21","29,61",
"Thread",2430,13464,"Unknown","9 607,97","9 640,03","32,06",
"Thread",2431,17292,"Unknown","9 608,40","9 637,90","29,50",
"Thread",2432,14344,"Unknown","9 609,00","9 638,98","29,98",
"Thread",2433,1488,"Unknown","9 609,71","9 664,45","54,74",
"Thread",2434,7148,"Unknown","9 635,71","9 664,72","29,01",
"Thread",2435,3136,"Unknown","9 636,36","9 664,94","28,58",
"Thread",2436,2344,"Unknown","9 636,86","9 666,72","29,86",
"Thread",2437,6260,"Unknown","9 637,32","9 666,41","29,09",
"Thread",2438,13880,"Unknown","9 637,92","9 667,57","29,66",
"Thread",2439,17216,"Unknown","9 638,72","9 669,63","30,91",
"Thread",2440,18972,"Unknown","9 639,54","9 668,45","28,90",
"Thread",2441,17364,"Unknown","9 640,37","9 684,48","44,11",
"Thread",2442,14624,"Unknown","9 664,75","9 683,81","19,06",
"Thread",2443,5312,"Unknown","9 730,03","9 757,94","27,91",
"Thread",2444,20096,"Unknown","9 730,64","9 758,40","27,76",
"Thread",2445,6736,"Unknown","9 731,39","9 760,17","28,78",
"Thread",2446,3820,"Unknown","9 731,93","9 760,11","28,19",
"Thread",2447,2132,"Unknown","9 732,31","9 761,74","29,43",
"Thread",2448,13956,"Unknown","9 732,66","9 760,57","27,90",
"Thread",2449,17208,"Unknown","9 733,01","9 760,85","27,84",
"Thread",2450,16900,"Unknown","9 733,36","9 763,37","30,01",
"Thread",2451,2604,"Unknown","9 734,02","9 786,77","52,75",
"Thread",2452,4196,"Unknown","9 758,39","9 787,41","29,02",
"Thread",2453,19328,"Unknown","9 758,86","9 788,03","29,17",
"Thread",2454,9608,"Unknown","9 760,30","9 788,27","27,97",
"Thread",2455,9664,"Unknown","9 760,68","9 789,18","28,50",
"Thread",2456,19344,"Unknown","9 761,06","9 791,05","29,99",
"Thread",2457,17704,"Unknown","9 761,44","9 789,39","27,96",
"Thread",2458,15244,"Unknown","9 761,89","9 791,16","29,27",
"Thread",2459,19040,"Unknown","9 763,54","9 814,48","50,94",
"Thread",2460,16296,"Unknown","9 787,44","9 816,03","28,59",
"Thread",2461,14884,"Unknown","9 787,88","9 816,30","28,41",
"Thread",2462,14212,"Unknown","9 788,36","9 817,29","28,93",
"Thread",2463,15004,"Unknown","9 788,72","9 817,78","29,06",
"Thread",2464,13480,"Unknown","9 789,50","9 817,07","27,57",
"Thread",2465,12828,"Unknown","9 789,87","9 818,79","28,92",
"Thread",2466,1544,"Unknown","9 791,32","9 820,43","29,12",
"Thread",2467,16160,"Unknown","9 791,68","9 834,36","42,67",
"Thread",2468,4332,"Unknown","9 814,90","9 834,54","19,65",
"Thread",2469,16508,"Unknown","9 816,47","9 835,41","18,94",
"Thread",2470,7584,"Unknown","9 881,37","9 909,39","28,02",
"Thread",2471,2160,"Unknown","9 882,04","9 908,50","26,46",
"Thread",2472,16600,"Unknown","9 882,72","9 909,90","27,18",
"Thread",2473,2852,"Unknown","9 883,15","9 914,47","31,32",
"Thread",2474,12636,"Unknown","9 883,51","9 911,68","28,17",
"Thread",2475,7624,"Unknown","9 883,86","9 911,68","27,82",
"Thread",2476,15484,"Unknown","9 884,24","9 911,11","26,87",
"Thread",2477,3076,"Unknown","9 884,60","9 914,30","29,70",
"Thread",2478,16316,"Unknown","9 884,96","9 943,04","58,07",
"Thread",2479,17908,"Unknown","9 909,42","9 937,40","27,98",
"Thread",2480,9400,"Unknown","9 910,08","9 938,69","28,61",
"Thread",2481,18544,"Unknown","9 911,71","9 941,90","30,19",
"Thread",2482,20452,"Unknown","9 912,15","9 938,56","26,41",
"Thread",2483,17956,"Unknown","9 912,58","9 940,84","28,26",
"Thread",2484,16764,"Unknown","9 912,95","9 946,25","33,30",
"Thread",2485,15956,"Unknown","9 914,66","9 945,23","30,57",
"Thread",2486,14372,"Unknown","9 915,56","9 964,65","49,09",
"Thread",2487,10748,"Unknown","9 938,60","9 965,12","26,52",
"Thread",2488,8056,"Unknown","9 939,22","9 968,40","29,17",
"Thread",2489,15516,"Unknown","9 939,68","9 967,61","27,93",
"Thread",2490,920,"Unknown","9 941,15","9 970,08","28,93",
"Thread",2491,9920,"Unknown","9 942,47","9 969,88","27,41",
"Thread",2492,20200,"Unknown","9 943,22","9 972,42","29,20",
"Thread",2493,3056,"Unknown","9 945,46","9 972,77","27,31",
"Thread",2494,11428,"Unknown","9 946,47","9 984,51","38,05",
"Thread",2495,20320,"Unknown","9 965,15","9 993,06","27,91",
"Thread",2496,14032,"Unknown","9 965,56","9 985,89","20,33",
"Thread",2497,7208,"Unknown","9 967,85","9 993,34","25,48",
"Thread",2498,19536,"Unknown","10 038,92","10 064,75","25,83",
"Thread",2499,16396,"Unknown","10 039,42","10 064,65","25,23",
"Thread",2500,5408,"Unknown","10 040,06","10 065,76","25,70",
"Thread",2501,19812,"Unknown","10 040,53","10 067,06","26,53",
"Thread",2502,19224,"Unknown","10 040,92","10 067,23","26,31",
"Thread",2503,1844,"Unknown","10 041,28","10 068,37","27,09",
"Thread",2504,3780,"Unknown","10 041,64","10 071,55","29,91",
"Thread",2505,17996,"Unknown","10 042,33","10 070,46","28,12",
"Thread",2506,13556,"Unknown","10 042,70","10 091,06","48,35",
"Thread",2507,19348,"Unknown","10 065,11","10 091,67","26,56",
"Thread",2508,3052,"Unknown","10 065,98","10 093,94","27,97",
"Thread",2509,13952,"Unknown","10 067,41","10 093,20","25,79",
"Thread",2510,6592,"Unknown","10 067,80","10 096,98","29,18",
"Thread",2511,16004,"Unknown","10 068,25","10 095,99","27,75",
"Thread",2512,17172,"Unknown","10 068,66","10 096,06","27,39",
"Thread",2513,6084,"Unknown","10 070,57","10 099,32","28,76",
"Thread",2514,15900,"Unknown","10 071,74","10 117,12","45,37",
"Thread",2515,15080,"Unknown","10 091,71","10 119,23","27,52",
"Thread",2516,18180,"Unknown","10 092,18","10 120,06","27,88",
"Thread",2517,20408,"Unknown","10 093,46","10 120,64","27,18",
"Thread",2518,20116,"Unknown","10 094,12","10 122,02","27,89",
"Thread",2519,14696,"Unknown","10 096,18","10 124,63","28,45",
"Thread",2520,14552,"Unknown","10 096,55","10 123,30","26,75",
"Thread",2521,11088,"Unknown","10 097,15","10 125,02","27,87",
"Thread",2522,15580,"Unknown","10 099,49","10 143,00","43,51",
"Thread",2523,2012,"Unknown","10 118,58","10 142,82","24,24",
"Thread",2524,12080,"Unknown","10 120,66","10 141,38","20,72",
"Thread",2525,17780,"Unknown","10 121,10","10 146,68","25,58",
"Thread",2526,11496,"Unknown","10 121,81","10 147,14","25,33",
"Thread",2527,15452,"Unknown","10 192,84","10 217,97","25,13",
"Thread",2528,6440,"Unknown","10 193,35","10 217,78","24,43",
"Thread",2529,6460,"Unknown","10 193,94","10 218,77","24,83",
"Thread",2530,7780,"Unknown","10 194,49","10 221,64","27,16",
"Thread",2531,2524,"Unknown","10 194,84","10 219,74","24,90",
"Thread",2532,16780,"Unknown","10 195,22","10 221,14","25,92",
"Thread",2533,17008,"Unknown","10 195,60","10 220,43","24,83",
"Thread",2534,5536,"Unknown","10 195,96","10 222,63","26,67",
"Thread",2535,3568,"Unknown","10 196,36","10 242,74","46,39",
"Thread",2536,7956,"Unknown","10 218,12","10 244,10","25,98",
"Thread",2537,15656,"Unknown","10 218,97","10 244,41","25,44",
"Thread",2538,20236,"Unknown","10 219,38","10 245,30","25,92",
"Thread",2539,1260,"Unknown","10 220,15","10 246,60","26,45",
"Thread",2540,18960,"Unknown","10 220,69","10 247,09","26,40",
"Thread",2541,16468,"Unknown","10 221,37","10 248,21","26,84",
"Thread",2542,10168,"Unknown","10 221,86","10 247,84","25,98",
"Thread",2543,19684,"Unknown","10 222,85","10 270,07","47,22",
"Thread",2544,19804,"Unknown","10 244,13","10 269,19","25,06",
"Thread",2545,17732,"Unknown","10 244,59","10 271,50","26,92",
"Thread",2546,3092,"Unknown","10 244,97","10 271,50","26,53",
"Thread",2547,13920,"Unknown","10 245,89","10 272,33","26,44",
"Thread",2548,3556,"Unknown","10 246,82","10 271,82","25,00",
"Thread",2549,20088,"Unknown","10 247,31","10 272,71","25,40",
"Thread",2550,14240,"Unknown","10 248,07","10 273,59","25,52",
"Thread",2551,4500,"Unknown","10 248,53","10 294,67","46,14",
"Thread",2552,9420,"Unknown","10 269,91","10 295,11","25,20",
"Thread",2553,17224,"Unknown","10 270,50","10 291,39","20,89",
"Thread",2554,18112,"Unknown","10 271,73","10 291,64","19,91",
"Thread",2555,17888,"Unknown","10 272,09","10 295,68","23,59",
"Thread",2556,4948,"Unknown","10 272,46","10 295,81","23,35",
"Thread",2557,6244,"Unknown","10 341,47","10 365,79","24,31",
"Thread",2558,4752,"Unknown","10 342,01","10 366,29","24,27",
"Thread",2559,18648,"Unknown","10 342,62","10 367,97","25,35",
"Thread",2560,3368,"Unknown","10 343,08","10 368,31","25,23",
"Thread",2561,16052,"Unknown","10 343,43","10 368,90","25,47",
"Thread",2562,15104,"Unknown","10 343,76","10 369,95","26,18",
"Thread",2563,16276,"Unknown","10 344,09","10 368,81","24,72",
"Thread",2564,13928,"Unknown","10 344,46","10 375,20","30,74",
"Thread",2565,19356,"Unknown","10 345,31","10 391,19","45,88",
"Thread",2566,7528,"Unknown","10 366,34","10 395,55","29,21",
"Thread",2567,16444,"Unknown","10 368,00","10 394,37","26,37",
"Thread",2568,12420,"Unknown","10 368,45","10 392,92","24,46",
"Thread",2569,6784,"Unknown","10 369,03","10 395,62","26,59",
"Thread",2570,20032,"Unknown","10 369,49","10 395,46","25,97",
"Thread",2571,10008,"Unknown","10 369,87","10 396,03","26,16",
"Thread",2572,3188,"Unknown","10 370,28","10 399,73","29,44",
"Thread",2573,3304,"Unknown","10 375,69","10 416,39","40,70",
"Thread",2574,5668,"Unknown","10 391,79","10 417,15","25,35",
"Thread",2575,11892,"Unknown","10 393,11","10 418,74","25,63",
"Thread",2576,19940,"Unknown","10 394,50","10 419,55","25,05",
"Thread",2577,5968,"Unknown","10 395,57","10 420,39","24,81",
"Thread",2578,10264,"Unknown","10 395,99","10 420,12","24,13",
"Thread",2579,12756,"Unknown","10 396,36","10 421,82","25,46",
"Thread",2580,4260,"Unknown","10 396,74","10 425,21","28,47",
"Thread",2581,1328,"Unknown","10 399,82","10 439,30","39,48",
"Thread",2582,18232,"Unknown","10 416,84","10 441,89","25,05",
"Thread",2583,12536,"Unknown","10 417,42","10 441,30","23,88",
"Thread",2584,20276,"Unknown","10 419,00","10 443,20","24,20",
"Thread",2585,14056,"Unknown","10 420,12","10 443,87","23,75",
"Thread",2586,2588,"Unknown","10 420,55","10 441,10","20,54",
"Thread",2587,14424,"Unknown","10 420,96","10 444,65","23,69",
"Thread",2588,16556,"Unknown","10 490,21","10 514,16","23,95",
"Thread",2589,19592,"Unknown","10 490,76","10 514,04","23,28",
"Thread",2590,5696,"Unknown","10 491,36","10 520,35","28,99",
"Thread",2591,140,"Unknown","10 491,79","10 515,29","23,50",
"Thread",2592,16792,"Unknown","10 492,16","10 516,11","23,95",
"Thread",2593,20204,"Unknown","10 492,53","10 517,49","24,96",
"Thread",2594,19480,"Unknown","10 492,89","10 517,47","24,57",
"Thread",2595,19764,"Unknown","10 493,24","10 518,81","25,57",
"Thread",2596,11188,"Unknown","10 493,61","10 538,51","44,90",
"Thread",2597,13144,"Unknown","10 514,55","10 539,67","25,12",
"Thread",2598,16488,"Unknown","10 514,99","10 539,28","24,29",
"Thread",2599,17388,"Unknown","10 515,51","10 539,75","24,25",
"Thread",2600,7676,"Unknown","10 516,34","10 541,31","24,97",
"Thread",2601,13624,"Unknown","10 517,60","10 542,96","25,36",
"Thread",2602,19352,"Unknown","10 518,04","10 542,02","23,97",
"Thread",2603,14084,"Unknown","10 519,08","10 545,97","26,88",
"Thread",2604,20024,"Unknown","10 520,98","10 563,11","42,13",
"Thread",2605,12144,"Unknown","10 538,69","10 563,73","25,04",
"Thread",2606,18568,"Unknown","10 539,71","10 563,05","23,34",
"Thread",2607,15096,"Unknown","10 540,09","10 566,60","26,50",
"Thread",2608,20136,"Unknown","10 540,48","10 566,54","26,06",
"Thread",2609,9360,"Unknown","10 541,41","10 565,72","24,30",
"Thread",2610,16548,"Unknown","10 542,50","10 570,20","27,70",
"Thread",2611,13752,"Unknown","10 545,35","10 575,13","29,77",
"Thread",2612,17032,"Unknown","10 547,61","10 586,94","39,33",
"Thread",2613,19388,"Unknown","10 563,58","10 587,16","23,58",
"Thread",2614,5140,"Unknown","10 564,03","10 588,64","24,61",
"Thread",2615,20152,"Unknown","10 564,43","10 590,97","26,54",
"Thread",2616,18588,"Unknown","10 566,00","10 590,44","24,43",
"Thread",2617,16504,"Unknown","10 566,70","10 591,09","24,39",
"Thread",2618,10940,"Unknown","10 567,41","10 592,82","25,41",
"Thread",2619,376,"Unknown","10 570,40","10 598,00","27,60",
"Thread",2620,16188,"Unknown","10 642,97","10 666,29","23,32",
"Thread",2621,19748,"Unknown","10 643,59","10 666,01","22,42",
"Thread",2622,17592,"Unknown","10 644,29","10 667,13","22,84",
"Thread",2623,13132,"Unknown","10 644,88","10 669,58","24,71",
"Thread",2624,3248,"Unknown","10 645,30","10 668,46","23,16",
"Thread",2625,18008,"Unknown","10 645,68","10 682,35","36,67",
"Thread",2626,16452,"Unknown","10 646,04","10 669,25","23,21",
"Thread",2627,1296,"Unknown","10 646,43","10 671,74","25,31",
"Thread",2628,17988,"Unknown","10 646,80","10 675,39","28,60",
"Thread",2629,1232,"Unknown","10 652,86","10 689,01","36,15",
"Thread",2630,10040,"Unknown","10 666,50","10 691,84","25,34",
"Thread",2631,4024,"Unknown","10 667,41","10 693,19","25,77",
"Thread",2632,9376,"Unknown","10 668,66","10 692,48","23,82",
"Thread",2633,16184,"Unknown","10 669,42","10 692,29","22,87",
"Thread",2634,6528,"Unknown","10 669,84","10 695,00","25,17",
"Thread",2635,13444,"Unknown","10 671,98","10 699,37","27,39",
"Thread",2636,16472,"Unknown","10 675,58","10 705,14","29,56",
"Thread",2637,7604,"Unknown","10 682,47","10 713,49","31,03",
"Thread",2638,11492,"Unknown","10 689,62","10 715,18","25,55",
"Thread",2639,15948,"Unknown","10 692,31","10 716,10","23,79",
"Thread",2640,9208,"Unknown","10 692,71","10 716,04","23,34",
"Thread",2641,2924,"Unknown","10 693,07","10 715,61","22,54",
"Thread",2642,20368,"Unknown","10 693,48","10 717,97","24,49",
"Thread",2643,3096,"Unknown","10 695,18","10 724,58","29,40",
"Thread",2644,2704,"Unknown","10 699,54","10 728,22","28,68",
"Thread",2645,17936,"Unknown","10 705,26","10 736,68","31,41",
"Thread",2646,7196,"Unknown","10 714,16","10 737,76","23,60",
"Thread",2647,18140,"Unknown","10 715,35","10 738,86","23,51",
"Thread",2648,2752,"Unknown","10 715,84","10 740,72","24,88",
"Thread",2649,4976,"Unknown","10 716,23","10 740,79","24,55",
"Thread",2650,17244,"Unknown","10 716,69","10 740,56","23,87",
"Thread",2651,13872,"Unknown","10 718,13","10 745,15","27,02",
"Thread",2652,13468,"Unknown","10 725,21","10 747,47","22,26",
"Thread",2653,5992,"Unknown","10 792,99","10 815,53","22,54",
"Thread",2654,2744,"Unknown","10 793,61","10 815,72","22,11",
"Thread",2655,20400,"Unknown","10 794,33","10 816,82","22,49",
"Thread",2656,17896,"Unknown","10 794,85","10 817,38","22,53",
"Thread",2657,13744,"Unknown","10 795,26","10 818,13","22,87",
"Thread",2658,18836,"Unknown","10 795,64","10 818,38","22,74",
"Thread",2659,7240,"Unknown","10 796,00","10 820,48","24,49",
"Thread",2660,16816,"Unknown","10 796,37","10 819,26","22,89",
"Thread",2661,1764,"Unknown","10 796,77","10 837,54","40,77",
"Thread",2662,2164,"Unknown","10 815,87","10 840,18","24,30",
"Thread",2663,6948,"Unknown","10 816,31","10 839,42","23,12",
"Thread",2664,17900,"Unknown","10 817,07","10 840,20","23,14",
"Thread",2665,3064,"Unknown","10 817,55","10 840,14","22,60",
"Thread",2666,6832,"Unknown","10 818,31","10 842,67","24,37",
"Thread",2667,18884,"Unknown","10 818,75","10 841,30","22,55",
"Thread",2668,3156,"Unknown","10 819,36","10 842,65","23,29",
"Thread",2669,240,"Unknown","10 820,74","10 860,29","39,55",
"Thread",2670,18584,"Unknown","10 837,95","10 862,32","24,37",
"Thread",2671,7124,"Unknown","10 839,78","10 862,00","22,22",
"Thread",2672,13520,"Unknown","10 840,37","10 863,41","23,04",
"Thread",2673,13812,"Unknown","10 840,79","10 864,58","23,79",
"Thread",2674,18324,"Unknown","10 841,70","10 864,35","22,66",
"Thread",2675,14620,"Unknown","10 842,08","10 864,48","22,40",
"Thread",2676,17052,"Unknown","10 842,90","10 867,00","24,10",
"Thread",2677,16256,"Unknown","10 843,26","10 882,61","39,34",
"Thread",2678,12184,"Unknown","10 861,02","10 886,36","25,34",
"Thread",2679,15824,"Unknown","10 862,23","10 885,58","23,35",
"Thread",2680,13248,"Unknown","10 862,71","10 885,25","22,54",
"Thread",2681,14496,"Unknown","10 863,64","10 886,20","22,56",
"Thread",2682,19620,"Unknown","10 864,57","10 886,96","22,38",
"Thread",2683,14404,"Unknown","10 864,94","10 887,56","22,62",
"Thread",2684,17992,"Unknown","10 865,30","10 889,26","23,96",
"Thread",2685,19688,"Unknown","10 867,23","10 900,35","33,12",
"Thread",2686,19728,"Unknown","10 885,00","10 900,19","15,19",
"Thread",2687,6660,"Unknown","10 945,20","10 967,27","22,07",
"Thread",2688,17980,"Unknown","10 945,80","10 967,41","21,61",
"Thread",2689,20052,"Unknown","10 946,47","10 968,91","22,44",
"Thread",2690,3828,"Unknown","10 946,87","10 969,03","22,16",
"Thread",2691,3100,"Unknown","10 947,24","10 970,69","23,45",
"Thread",2692,19112,"Unknown","10 947,62","10 969,48","21,87",
"Thread",2693,9552,"Unknown","10 948,00","10 969,48","21,48",
"Thread",2694,15732,"Unknown","10 948,35","10 970,15","21,80",
"Thread",2695,4600,"Unknown","10 948,71","10 990,95","42,23",
"Thread",2696,17048,"Unknown","10 967,55","10 990,15","22,60",
"Thread",2697,18680,"Unknown","10 968,93","10 991,84","22,91",
"Thread",2698,19084,"Unknown","10 969,51","10 992,01","22,50",
"Thread",2699,9880,"Unknown","10 970,03","10 992,14","22,12",
"Thread",2700,6620,"Unknown","10 970,42","11 002,74","32,32",
"Thread",2701,19420,"Unknown","10 970,84","10 992,69","21,85",
"Thread",2702,3744,"Unknown","10 971,23","10 993,36","22,13",
"Thread",2703,2120,"Unknown","10 972,46","11 013,86","41,40",
"Thread",2704,7588,"Unknown","10 991,81","11 014,26","22,46",
"Thread",2705,11940,"Unknown","10 992,36","11 016,35","23,99",
"Thread",2706,5348,"Unknown","10 992,78","11 016,46","23,68",
"Thread",2707,17816,"Unknown","10 993,14","11 014,74","21,60",
"Thread",2708,14072,"Unknown","10 993,55","11 018,53","24,99",
"Thread",2709,18864,"Unknown","10 993,90","11 019,40","25,50",
"Thread",2710,4020,"Unknown","10 994,29","11 025,78","31,49",
"Thread",2711,13796,"Unknown","11 003,68","11 036,12","32,44",
"Thread",2712,16132,"Unknown","11 014,02","11 036,57","22,54",
"Thread",2713,3068,"Unknown","11 015,03","11 039,69","24,65",
"Thread",2714,18904,"Unknown","11 016,64","11 038,85","22,21",
"Thread",2715,620,"Unknown","11 017,06","11 042,38","25,32",
"Thread",2716,1652,"Unknown","11 019,27","11 040,92","21,65",
"Thread",2717,14356,"Unknown","11 019,71","11 042,09","22,38",
"Thread",2718,11964,"Unknown","11 021,16","11 046,16","25,00",
"Thread",2719,14928,"Unknown","11 026,37","11 057,20","30,83",
"Thread",2720,20044,"Unknown","11 036,25","11 052,27","16,03",
"Thread",2721,16568,"Unknown","11 036,70","11 059,41","22,70",
"Thread",2722,1196,"Unknown","11 104,26","11 125,62","21,36",
